medicine,ceil_price
"vog libose +
glimepiride +
metformin tablet
(betaglim 1 mv)
m/s windlas biotech
pvt. ltd. / m/s
panacea biotech ltd.",7.14
"ros uvastatin +
clopidogrel tablet
m/s pure and cure
healthcare pvt. ltd.
/ m/s unimed
technologies ltd.",11.7
"amo xicillin +
clavulanic acid
suspension
m/s saitech medicare
pvt. ltd.
/ m/s hegde &
hegde
pharmaceutical
llp",3.01
"ros uvastatin +
clopidogrel capsule
(rozat cv)
m/s akums drugs and
pharmaceuticals pvt.
ltd.
/ m/s dr. reddy’s
laboratories limited",13.1
"cefi xime + clavulanic
acid suspension
m/s twenty first
century
pharmaceuticals pvt.
ltd.
/ m/s glenmark
pharmaceuticals ltd.",2.17
"rab eprazole +
domperidone capsule
m/s windlas biotechltd.
/ m/s cadila
pharmaceuticalslimite
d",8.46
"ace clofenac +
paracetamol tablet
(clonet )
m/s burnet
pharmaceuticals pvt.
ltd.",3.27
"albe ndazole +
ivermectin tablet
(ben +)
m/s burnet
pharmaceuticals
pvt. ltd.",17.48
"ciln idipine +
metoprolol tablet
m/s akums drugs",7.346
"glic lazide + metformin
tablet
m/s mediforce
healthcare pvt. ltd. /
m/s mankind pharma
limited",8.38
"glim epiride +
metformin tablet
m/s mediforce
healthcare pvt. ltd.
/ m/s mankind
pharma limited",3.77
"ato rvastatin +
clopidogrel capsule
m/s synokem
pharmaceuticals ltd.
/ m/s mankind
pharma limited",8.394
"ato rvastatin +
clopidogrel capsule
m/s synokem
pharmaceuticals ltd.
/ m/s mankind
pharma limited",10.596
"sofo sbuvir +
velpatasvir tablet
m/s natco pharma
limited / m/s
abbott india
limited",15481.86
"dicy clomine
hydrochloride tablet
m/s kontest
chemicals ltd.",0.85
"tras tuzumab injection
m/s reliance
lifesciences pvt. ltd. /",18400.89
"tras tuzumab injection
m/s reliance life
sciences pvt. ltd. / m/s
rpg life sciences ltd.",18125.0
"form oterol +
budesonide
suspension
(fomtide 0.5)
m/s sun
pharmaceutical
medicare ltd. /
m/s sun
pharma
laboratoriesltd",35.04
"form oterol +
budesonide
suspension
(fomtide1)
m/s sun
pharmaceutical
medicare ltd. / m/s
sun pharma
laboratoriesltd",40.96
"rec ombinant human
chorionic
gonadotropin for
injection
m/s bharat serums
and vaccines ltd.",1294.64
"telm isartan +
amlodipine +
chlorthalidone tablet
(tritelsar 80 hs)
m/s gkm new pharma /
m/s unichem
laboratories limited.",13.76
"ros uvastatin +
clopidogrel + aspirin
capsules
m/s synokem
pharmaceuticals ltd. /
m/s aprica healthcare
pvt. ltd.",17.88
"mem antine +
donepezil tablet
m/s theon
pharmaceuticals
ltd. / m/s emcure
pharmaceuticals
ltd.",9.93
"mem antine +
donepezil tablet
m/s theon
pharmaceuticals ltd.
/ m/s emcure
pharmaceuticals
ltd.",12.56
"ciln idipine +
telmisartan tablet
m/s akums drugs &
pharmaceuticals ltd.
/ m/s abbott
healthcare pvt. ltd.",7.77
"hyo scine butybromide
+ mefenamic acid
tablet
m/s zydus
healthcare ltd.",8.99
"ros uvastatin +
aspirin + clopidogrel
capsule (rosulip",11.53
"telm isartan +
metoprolol tablet
(telmiprime beta 25)
m/s bioaltus
pharmaceuticals pvt.
ltd.
/ m/s primus remedies
pvt. ltd.",7.58
"telm isartan +
metoprolol tablet
(telmiprime beta 50)
m/s bioaltus
pharmaceuticals pvt.
ltd.
/ m/s primus remedies
pvt. ltd.",9.1
"ato rvastatin +
clopidogrel + aspirin
capsule
m/s synokem
pharmaceuticals ltd. /
m/s zydus healthcare
ltd. and
m/s tristar formulations
pvt. ltd. / m/s zydus
healthcare ltd.",5.22
"ato rvastatin +
clopidogrel + aspirin
capsule
m/s synokem
pharmaceuticals ltd. /
m/s zydus healthcare
ltd. and
m/s tristar
formulations pvt. ltd.
/ m/s zydus
healthcare ltd.",3.86
"met hylcobalamin +
metformin tablet
(glycomet 500 mc)
m/s
aeonformulations
pvt. ltd. / m/s usv
pvt. ltd.",5.45
"telm isartan +
amlodipine +
chlorthalidone tablet
(ctd-tam 6.25/80/5)
m/s akum drugs &
pharmaceuticals ltd. /
m/s ipca laboratories
ltd.",14.4
"telm isartan +
amlodipine +
chlorthalidone tablet
(ctd-tam 12.5/80/5)
m/s akum drugs &
pharmaceuticals ltd. /
m/s ipca laboratories
ltd.",14.0
"telm isartan +
amlodipine +
chlorthalidone tablet
(telvas 3d ct 80)
m/s akum drugs &
pharmaceuticals ltd. /
m/s aristo
pharmaceuticals pvt. ltd.",14.12
"telm isartan +
amlodipine +
chlorthalidone tablet
(telvas 3d ct 40)
m/s akum drugs &
pharmaceuticals ltd. /
m/s aristo
pharmaceuticals pvt. ltd.",8.91
"telm isartan +
cilnidipine +
chlorthalidone tablet
(ctd-tc 6.25)
m/s synokem
pharmaceuticals ltd. /
m/s ipca laboratories
ltd.",10.16
"peg l-asparginase
injection
m/s virchow biotech
pvt.
ltd. / m/s cadila
pharmaceuticals ltd",38730.74
"telm isartan +
amlodipine +
chlorthalidone tablet
(telmelife 3d)
m/s akums drugs &
pharmaceuticals ltd /
m/s neomac
pharmaceuticals pvt.
ltd",8.91
"ato rvastatin +
clopidogrel capsule
m/s windlas biotech ltd.
/ m/s abbott
healthcare pvt. ltd.",9.5
"amoxycillin +
potassium clavulante
tablet (clanoxy dt)
m/s saitech medicare
pvt.
ltd. / m/s galpha
laboratories ltd.",7.45
"tram adol +
paracetamol tablet
(trson-p)
m/s unison
pharmaceuticals pvt.
ltd.",2.49
"vog libose +
metformin tablet
(voglyson-m 0.3)
m/s unison
pharmaceuticals pvt.
ltd.",3.86
"ros uvastatin + aspirin +
clopidogrel capsules
m/s synokem
pharmaceuticals ltd. /
m/s intas
pharmaceuticals ltd.",11.62
"telm isartan +
chlorthalidone tablet
(cresar ct)
m/s acme formulations
pvt. ltd. / m/s cipla ltd.",7.71
"glim epiride +
metformin
hydrochoride
tablet
m/s sun pharma
laboratories ltd.",6.99
"glim epiride +
metformin
hydrochoride
tablet
m/s sun pharma
laboratories ltd.",8.58
"glim epiride +
metformin
hydrochoride
tablet
m/s sun pharma
laboratories ltd.",9.78
"met formin hcl +
gliclazide +
pioglitazone tablets
m/s eris lifesciences
ltd.",5.78
"ros uvastatin +
aspirin +
clopidogrel
capsule
m/s synokem
pharmaceuticals
ltd. / m/s emcure
pharmaceuticals
ltd.",17.88
"ros uvastatin +
aspirin +
clopidogrel
capsule
m/s synokem
pharmaceuticals ltd. /
m/s emcure
pharmaceuticals ltd.",11.62
"dicl ofenac + virgin
linseed oil + methyl
salicylate + menthol +
capsaicin gel
(diclofamhot)
m/s akums drugs &
pharmaceuticals ltd. /
m/s abbott healthcare
pvt. ltd.",2.41
"olm esartan +
amlodipine +
chlorthalidone tablet
(triolsar 40)
m/s gkm new
pharma ltd. / m/s
unichem laboratories
limited",15.61
"dar unavir +
ritonavir tablet
m/s emcure
pharmaceuticals
limited",172.52
"dar unavir +
ritonavir tablet
(danavir r)
m/s hetero labs
limited / m/s
hetero healthcare
limited",212.91
"lam ivudine + tenofovir
+ dolugetravir tablet
(acriptega)
m/s mylan
laboratories limited /
m/s mylan
pharmaceuticals
private limited",114.06
"dac latasvir +
sofosbuvir tablet
(hepcinat plus)
m/s natco pharma
limited",556.442
"dac latasvir +
sofosbuvir tablet
m/s natco pharma
limited / m/s cadila
healthcare limited",556.442
"dac latasvir +
sofosbuvir tablet
(myhep dvir)
m/s mylan laboratories
pvt. ltd. / m/s mylan
pharmaceuticals pvt.
ltd.",556.442
"dicl ofenac + methyl
+ menthol gel (volini
maxx gel)
m/s sun
pharmaceutical
industries ltd.",93.75
"telm isartan +
amlodipine +
hydrochlorthaiazide
tablets
(telmiride – amh)
m/s unison
pharmaceuticals pvt. ltd.",3.21
"telm isartan +
metoprolol tablet
(telmiride – mt 25)
m/s unison
pharmaceuticals pvt.
ltd.",3.13
"telm isartan +
metoprolol tablet
(telmiride – mt 50)
m/s unison
pharmaceuticals pvt.
ltd.",3.57
"om eprazole +
domperidone capsule
(ozson-d)
m/s unison
pharmaceuticals pvt.
ltd.",1.79
"(dilt ra tablets)
lamivudine + tenofovir
+ dolugetravir tablets
m/s aurobindo pharma
limited",114.06
"glim epiride +
pioglitazone tablet
m/s windlas biotech
pvt. ltd. / m/s lupin
limited",6.38
"glim epiride +
pioglitazone tablet
m/s windlas biotech
pvt. ltd. / m/s lupin
limited",8.2
"dicl ofenac +
serratiopeotidase
tablets
(diclotal s)
m/s akums drugs &
pharmaceuticals ltd. /
m/s blue cross
laboratories pvt. ltd.",5.0
"amo xycillin +
clavulanic acid
suspension
m/s malik life
sciences ltd. / m/s
wockhardt limited",3.28
"para cetamol +
phenylephrine +
caffeine +",2.7
"formoterol
fumarate +
budesonide
inhalation
suspension
(smartules)
m/s akums
drugs
&pharmaceutica
ls ltd. / m/s
glenmark
pharmaceuticals
limited",36.04
"form oterol
fumarate +
budesonide
inhalation
suspension
(smartules)
m/s akums drugs &
pharmaceuticals ltd. /
m/s glenmark
pharmaceuticals
limited",42.12
"tel misartan +
cilnidipine +
chlorthalidone
tablet
m/s windlas biotech
private limited / m/s
eris lifesciences ltd.",10.43
"ros uvastatin +
clopidogrel capsule
m/s windlas
biotech private
limited / m/s aprica
healthcarepvt.
limited",17.16
"me salazine tablet (5
–aminosalicylic acid)
m/s sun
pharmaceutical
industries limited /
m/s
sun pharma
laboratories limited",22.32
"dic lofenac sodium +
chlorzoxazone tablet
(diclotal m)
m/s akums drugs &
pharmaceuticals
ltd. / m/s blue
cross
laboratories pvt. ltd.",4.56
"gri seofulvin tablet
(grisovin fp)
m/s glaxosmithkline
pharmaceuticals ltd.",8.15
"tel misartan +
amlodipine +
hydrochlorothiazide
tablet (telmiwock-
amh)",7.88
"me tformin hcl +
glimepiride tablet
(glitop-m1)",4.0
"me thylcobalamin +
alpha lipoic acid +
pyridoxine
hydrochloride +, folic
acid + vitamin d3
tablet
(nervijen d3)
m/s akums drugs &
pharmaceuticals pvt.
ltd.
/ m/s jenburkt
pharmaceuticals ltd.",10.26
"am oxycillin +
potassium clavulante
tablet (new numox
kid)
m/s malik lifesciences
pvt. ltd. / m/s
jenburkt
pharmaceuticals ltd.",7.46
"ato rvastatin
calcium + aspirin
capsule
m/s windlas biotech
private limited / m/s
aprica healthcarepvt.
limited",2.25
"ciln idipine + telmisartan
tablet
m/s pure and cure
healthcare pvt. ltd. /
m/s mankind pharma
ltd.",10.54
"cef ixime + dicloxacillin
tablet
m/s khandelwal
laboratories pvt. ltd. /
m/s mankind pharma",16.48
"me toprolol tartrate
+
ramipril tablet
m/s lupin limited /
m/s aprica healthcare
pvt.
limited",10.29
"ab acavir +
dolutegravir +
lamivudine
tablet
m/s emcure
pharmaceuticals
ltd.",157.96
"escitalopram +
clonazepam tablet
(andefre- ls)
m/s pure & cure
healthcare pvt. ltd. /
m/s neomac
pharmaceuticals
pvt.ltd.",5.88
"par acetamol +
aceclofenac
tablet
m/s caplet india private",3.35
"tel misartan +
metoprolol tablet
(telmelife – m25)
m/s ravenbhel
healthcare pvt. ltd. /
m/s neomac
pharmaceuticals (p)
ltd.",9.43
"tel misartan +
metoprolol tablet
(telmelife – m50)
m/s ravenbhel
healthcare pvt. ltd. /
m/s neomac
pharmaceuticals (p)
ltd.",11.72
"pro pranolol +
flunarizine capsule
m/s innova captab ltd.
/ m/s cipla limited",6.72
"pro pranolol +
flunarizine capsule
m/s innova captab ltd.
/ m/s cipla limited",9.2
"lev onorgestrel
tablet
m/s mylan
laboratories limited /
m/s mylan
pharmaceutical private
limited",92.8
"for moterol +
budesonide
respirator
suspension
(budetrol 0.5)
m/s axa parenterals ltd.",36.04
"clo nazepam orally
disintegrating
strips (melzap ods
2)
m/s zim
laboratories limited
/ m/s alkem
laboratories ltd.",13.05
"sodi um fusidate +
halobetasole cream
m/s apex laboratories
private limited",12.92
"met formin + glimepiride
tablet (azulix 0.5 mf)
m/s pure and cure
healthcare pvt. ltd. / m/s
torrent pharmaceuticals
limited",3.58
"escit alopram +
clonazepam tablet
(newcita mini)
m/s ravian life science
pvt. ltd. / m/s alkem
laboratories ltd.",6.1
"ceft riaxone +
sulbactum injection
(taxone sb 1000mg )
m/s mapra laboratories
pvt. ltd.",110.95
"me salazine sachet
m/s sun pharma
laboratories limited",86.78
"me salazine sachet
m/s sun pharma
laboratories limited",43.28
"clot rimazole +
beclomethasone +
neomycin cream
m/s helios
pharmaceuticals /
m/s emcure
pharmaceuticals
limited",5.34
"telm isartan +
cilnidipine +
chlorthalidone
tablet
m/s swiss garnier
genexiaa sciences
/ m/s cipla limited",10.72
"olm esartan medoxomil
+ amlodipinetablet
(olsertain am40)
m/s akums drugs and
pharmaceuticals ltd. /
m/s dr. reddy’s
laboratories limited",14.45
"leve tiracetam
tablet (epictal)
m/s akums drugs and
pharmaceuticals ltd. /
m/s ipca laboratories
limited",24.56
"line zolid + dextrose
injection (zifi turbo
600)
m/s aishwarya
lifesciences / m/s fdc
limited",330.79
"telmisartan +
amlodipine +
chlorthalidone
tablet
m/s akums drugs
& pharmaceuticals
ltd. / m/s zydus
healthcare limited",9.3
"telm isartan +
amlodipine +
chlorthalidone
tablet
m/s akums drugs
& pharmaceuticals
ltd. / m/s zydus
healthcare limited",9.81
"clop idogrel +
aspirin tablet
m/s rivpra
formulation pvt. ltd. /
m/s cadila
pharmaceuticals
limited",3.31
"ten eligliptin +
metformin tablet
(tenelicas m)",9.81
"dar unavir +
ritonavir tablet
(danavir 600 r)
m/s hetero labs
limited / m/s
hetero healthcare
limited",160.71
"alph a lipoic +
methylcobalamin +
inositol usp + folic
acid + benfotiamine +
chromium
polynicotinate +
pyridoxine
hydrochloride
capsule",15.66
"am lodipine +
metoprolol tablet
(amlosafe mt 25mg)
m/s pure & cure
healthcare pvt. ltd. /
m/s aristo
pharmaceuticals pvt.
ltd.",5.51
"rab eprazole +
domperidone capsule
(instek d capsule)
m/s inventia healthcare
limited",8.24
"pan toprazole +
domperidone capsule
(domelong p capsule)
m/s inventia healthcare
limited",8.007
"me tformin + voglibose
tablet (proglutrol v 0.2)
m/s inventia healthcare
pvt. ltd.",6.76
"me tformin + voglibose
tablet (proglutrol v 0.3)
m/s inventia healthcare
pvt. ltd.",8.56
"met formin + glimepiride
tablet (proglutrol g1)
m/s inventia healthcare
pvt. ltd.",5.13
"amo xycillin +
potassium clavulanate
suspension
m/s brooks
laboratories ltd. / m/s
intas pharmaceuticals
limited",3.28
"metoprolol+
+ amlodipine tablet
m/s windlas biotech
limited / m/s abbott
healthcare pvt. ltd.",5.58
"atorvastatin +
clopidogrel capsule
m/s synokem
pharmaceuticals ltd.
/ m/s cipla limited",16.73
"ato rvastatin + vitamin
d3 tablet
m/s sun pharma
laboratories limited",9.18
"ato rvastatin + vitamin
d3 tablet
m/s sun pharma
laboratories limited",16.12
"clop idogrel + aspirin
tablet
m/s sun pharma
laboratories limited",3.48
"clop idogrel + aspirin
tablet
m/s sun pharma
laboratories limited",3.55
"mef enamic acid +
paracetamol tablet
m/s cris pharma (india)
ltd. / m/s seagull
pharmaceuticals pvt. ltd.",2.76
"mef enamic acid +
paracetamol suspension
m/s cris pharma (india)
ltd. / m/s seagull
pharmaceuticals pvt. ltd.",0.63
"glim epiride + metformin
tablet
m/s windlas biotech pvt.
ltd. / m/s zuventus
healthcare limited",8.75
"glim epiride + metformin
tablet
m/s swiss garnier
biotech / m/s zuventus
healthcare limited",5.46
"glim epiride + metformin
tablet
m/s swiss garnier
biotech / m/s zuventus
healthcare limited",7.96
"esci talopram +
clonazepam tablet
m/s eris lifesciences ltd.",6.24
"met oprolol + ramipril
tablet
m/s micro labs limited",10.26
"ros uvastatin +
clopidogrel capsule
m/s safetab life science
/ m/s intas
pharmaceuticals limited",13.85
"ros uvastatin +
clopidogrel capsule
m/s safetab life science
/ m/s intas
pharmaceuticals limited",18.04
"amo xycillin + potassium
clavulanate suspenssion
m/s medicef pharma /
m/s cadila
pharmaceuticals limited",3.55
"met formin + glimepiride
tablet (glyciphage – g
0.5mg)
m/s swiss garnier
biotech pvt. ltd.",3.65
"acet aminophen
(paracetamol) +
tramadol
hydrochloride
tablets
m/s pure & cure
healthcare pvt. ltd. / dr.
reddy’s laboratories ltd.",4.91
"amo xycillin +
potassium clavulanate
suspension
m/s medicef pharma /
m/s emcure
pharmaceuticals limited",3.35
"glim epiride +
metformine tablet
(gluformin g 0.5)
m/s anphar organics
private limited / m/s
abbott healthcare pvt.
ltd.",3.65
"diclo fenac
diethylamine +
methyl salicylate +
menthol + absolute
alcohol spray
m/s pontika aerotech
limited / m/s cipla
limited",3.96
"dolu tegravir +
lamivudine +
tenofovir disoproxil
tablet
m/s cipla limited",114.06
"telm isartan +
metoprolol tablet
m/s eris lifesciences ltd.",9.93
"telm isartan +
metoprolol tablet
m/s eris lifesciences ltd.",12.23
"dext romethorphan
hydrobromide +
chlorpheniramine
maleate syrup
m/s tirupati medicare
ltd. / m/s intas
pharmaceuticals limited",1.25
"dext romethorphan
hydrobromide +
chlorpheniramine
maleate syrup
m/s tirupati medicare
ltd. / m/s intas
pharmaceuticals limited",0.59
"gati floxacin +
prednisolone eye
drops
m/s micro labs limited",3.35
"bude sonide nebuliser
respule
m/s sun pharmaceutical
medicare ltd. / m/s sun
pharmaceutical",17.09
"telm isartan + amlodipine
+
hydrochlorothiazide
tablet (telmiduce
amh)
m/s macleods
pharmaceuticals limited",8.36
"amo xycillin +
dicloxacillin capsule
(almox c lb)
m/s theon
pharmaceuticals ltd. /
m/s alkem laboratories
limited",7.64
"ator vastatin +
aspirin +
clopidogrel capsule
m/s windlas biotech
private limited / m/s
intas pharmaceuticals",12.78
"leve tiracetam in
0.54% sodium
chloride injection
m/s intas
pharmaceuticals limited",222.39
"vilda gliptin +
metformin tablet
m/s exemed
pharmaceuticals / m/s
zydus healthcare
limited",22.82
"vilda gliptin +
metformin tablet
m/s emcure
pharmaceuticals ltd",22.82
"vilda gliptin +
metformin tablet
m/s micro labs limited",17.85
"vilda gliptin +
metformin tablet
m/s torrent
pharmaceuticals ltd",16.1
"vilda gliptin +
metformin tablet
m/s natco pharma
limited",6.07
"vilda gliptin +
metformin tablet
m/s exemed
pharmaceuticals / m/s
zydus healthcare
limited",22.68
"vilda gliptin +
metformin tablet
m/s emcure
pharmaceuticals ltd",22.68
"vilda gliptin +
metformin tablet
m/s torrent
pharmaceuticals ltd.",16.1
"vilda gliptin +
metformin tablet
m/s panacea biotec ltd.",8.61
"vilda gliptin +
metformin tablet
(vildamac m50/850)
m/s macleods
pharmaceuticals limited",20.6
"vilda gliptin +
metformin tablet
m/s ravenbhel
healthcare pvt. ltd. /
m/s obsurge biotech
limited",18.0
"vilda gliptin +
metformin tablet
(gluvilda m 1000 /
viglucoz m 1000)
m/s alkem healthscience
/ m/s alkem
laboratories ltd.",20.83
"vilda gliptin +
metformin tablet
m/s panacea biotec ltd",8.7
"vilda gliptin +
metformin tablet
(vildamac
m50/1000)
m/s macleods
pharmaceuticals limited",21.33
"cilni dipine +
metoprolol succinate
tablet
m/s micro labs limited",8.89
"rosu vastatin +
clopidogrel capsule
m/s synokem
pharmaceuticals ltd. /
m/s cipla limited",13.75
"fluc onazole tablet
m/s skymap
pharmaceuticals pvt. ltd.",16.16
"ator vastatin + aspirin +
clopidogrel capsule
m/s windlas biotech pvt.
ltd. / m/s mankind
pharma limited",5.27
"ator vastatin + aspirin +
clopidogrel capsule
m/s synokem
pharmaceuticals ltd. /
m/s emcure
pharmaceuticals limited",3.8
"ator vastatin + aspirin +
clopidogrel capsule
m/s synokem
pharmaceuticals ltd. /
m/s cipla limited",5.27
"vilda gliptin + metformin
tablet
m/s mediforce
healthcare pvt. ltd. /
m/s mankind pharma
limited",22.77
"vilda gliptin +
metformin tablet
(vidalog m 500)
m/s exemed
pharmaceuticals / m/s
wockhardt limited",12.26
"vilda gliptin + metformin
tablet
m/s mediforce
healthcare pvt. ltd. /
m/s mankind pharma
limited",22.75
"ibup rofen + paracetamol
suspension
m/s shiva biogenetic
pharmaceuticals pvt. ltd.
/ m/s sun pharmaceutical
industries limited",0.35
"ator vastatin +
clopidogrel capsule
(mactor cv 20)
m/s synokem
pharmaceuticals limited
/ m/s macleods
pharmaceuticals limited",14.62
"para cetamol +
thiocolchicoside tablet
m/s synokem
pharmaceuticals ltd. /
m/s apex laboratories
pvt. ltd.",14.0
"met formin + glimepiride
tablet
m/s skymap
pharmaceuticals pvt. ltd.",6.75
"met formin + glimepiride
tablet
m/s skymap
pharmaceuticals pvt. ltd.",9.84
"vilda gliptin + metformin
tablet
m/s eris lifesciences
limited",22.77
"vilda gliptin + metformin
tablet
m/s optimus pharma
pvt. ltd. / m/s lupin
limited",22.77
"vilda gliptin + metformin
table
m/s emcure
pharmaceuticals limited
/m/s zuventus
healthcare limited",22.77
"vilda gliptin +
metformin tablet
(vildagard m 500)
m/s optimus pharma
pvt. ltd. / m/s aristo
pharmaceuticals pvt. ltd.",22.77
"vilda gliptin + metformin
tablet
m/s emcure
pharmaceuticals limited
/m/s zuventus
healthcare limited",22.72
"vilda gliptin + metformin
tablet
m/s synokem
pharmaceuticals limited
/ m/s alembic
pharmaceuticals limited",22.72
"vilda gliptin + metformin
tablet (vildagard m 850)
m/s optimus pharma pvt.
ltd. / m/s aristo
pharmaceuticals pvt. ltd.",22.72
"vilda gliptin + metformin
tablet
m/s cadila
pharmaceuticals limited",23.4
"vilda gliptin + metformin
tablet
m/s emcure
pharmaceuticals limited
/m/s zuventus
healthcare limited",23.4
"vilda gliptin + metformin
tablet
(vildagard m 1000)
m/s optimus pharma pvt.
ltd. / m/s aristo
pharmaceuticals pvt. ltd.",23.4
"vilda gliptin + metformin
tablet
m/s synokem
pharmaceuticals limited
/ m/s alembic
pharmaceuticals limited",23.4
"pant oprazole +
domperidone tablet
m/s akums drugs &
pharmaceuticals ltd. /
m/s emcure
pharmaceuticals ltd.",5.61
"glim epiride + metformin
tablet (glimiprex mf
forte 3 & duopil 3
forte)
m/s accent pharma / m/s
aristo pharmaceuticals
pvt. ltd.",8.61
"glim epiride + metformin
tablet (glimiprex mf 4 &
duopil 4 )
m/s anphar organics pvt.
ltd. / m/s aristo
pharmaceuticals pvt. ltd.",9.3
"glim epiride + metformin
tablet (glimiprex mf
forte 4 & duopil 4
forte)
m/s accent pharma / m/s
aristo pharmaceuticals
pvt. ltd.",9.35
"glim epiride + metformin
tablet
m/s micro labs limited",7.85
"bicte gravir +
emtricitabine + tenofovir
tablet (taffic)
m/s hetero labs ltd. /
m/s hetero healthcare
ltd.",130.61
"clob azam tablet
m/s sun pharma
laboratories limited",7.04
"clob azam tablet
m/s sun pharma
laboratories limited",3.02
"ran itidine
hydrochloride +
dicyclomine
hydrochloride +
simethicone
tablet
m/s windlas biotech pvt.
ltd. / m/s mankind
pharma limited",4.86
"dar unavir + ritonavir
tablet (dareit r)
m/s emcure pharma
limited / m/s
aurobindo pharma
limited",160.71
"cefo taxime sodium
injection
m/s alkem
healthscience / m/s
alkem laboratories
ltd.",57.1
"clop idogrel tablet
m/s windlas biotech
pvt. ltd. / m/s
mankind pharma
limited",6.25
"met oprolol tablet
m/s pure and cure
healthcare pvt. ltd. /
m/s mankind pharma
limited",3.03
"ros uvastatin +
clopidogrel capsule
m/s windlas biotech
pvt. ltd. / m/s
mankind pharma
limited",12.95
"ros uvastatin +
clopidogrel capsule
m/s windlas biotech
pvt. ltd. / m/s
mankind pharma
limited",16.06
"telm isartan +
cilnidipine tablet
m/s pure and cure
healthcare pvt. ltd. /
m/s
cipla ltd.",8.19
"para cetamol +
phenylephrine hcl +
diphenhydramine hcl
+ caffeine tablet
m/s shiv industries /
m/s profic organic
limited",3.36
"pac litaxel +
human albumin
injection (paclitaxel
protein bound particles
for injectable
suspension 100mg)
m/s spal private
limited / m/s intas
pharmaceuticals pvt.
ltd.",4795.27
"calc ium + vitamin d3 +
methylcobalamin +
pyridoxine + folic acid
tablet
m/s mascot health
series pvt. ltd. / m/s
zydus healthcare
limited",11.48
"vild agliptin +
metformin tablet
(insuvil-m)
m/s pure & cure
healthcare (p) ltd. /
m/s
anthus
pharmaceuticals pvt.
ltd.",6.14
"vild agliptin +
metformin tablet
m/s skymap
pharmaceuticals pvt.
ltd.",6.14
"vild agliptin +
metformin tablet
m/s skymap
pharmaceuticals pvt.
ltd.",6.36
"vild agliptin +
metformin tablet
m/s eris lifesciences
limited / m/s aprica
healthcare pvt. ltd.",6.36
"vild agliptin +
metformin tablet
(vildov m 1000)
m/s hetero labs
limited / m/s hetero
healthcare limited",6.36
"vild agliptin +
metformin tablet
(valdepain m 1000)
m/s innova captab ltd.
/ m/s galpha
laboratories limited",6.36
"amo xycillin +
potassium clavulanate
tablet (panlactic 1000)
m/s akums drugs and
pharmaceuticals ltd. /
m/s mylan
pharmaceuticals
private limited",28.0
"amo xycillin +
potassium clavulanate
tablet (panlactic 375)
m/s akums drugs and
pharmaceuticals ltd. /
m/s mylan
pharmaceuticals
private limited",15.15
"rab ies human
monoclonal antibody
injection (rabishield –
50)
m/s serum institute of
india pvt. ltd.",856.65
"clop idogrel + aspirin
tablet (clopigal-ap-75)
m/s rhydburg
pharmaceuticals ltd. /
m/s galpha
laboratories
limited",3.68
"ciln idipine +
telmisartan
+ chlorthalidone tablet
m/s pure and cure
healthcare pvt. limited
/ m/s torrent
pharmaceuticals
limited",10.8
"thio colchicoside +
aceclofenac +
paracetamol tablet
m/s akums drugs &
pharmaceuticals ltd. /
m/s lupin limited",20.42
"thio colchicoside +
aceclofenac +
paracetamol tablet
m/s akums drugs &
pharmaceuticals ltd. /
m/s lupin limited",13.28
"para cetamol +
chlorpheniramine
+phenylephrine
suspension
m/s hema laboratories
pvt. ltd. / m/s zydus
healthcare limited",0.8
"rem ogliflozin +
metformin tablet
m/s glenmark
pharmaceuticals ltd",11.54
"rem ogliflozin +
metformin tablet
m/s glenmark
pharmaceuticals ltd",13.18
"dap agliflozin +
metformin tablet
m/s sun pharma
laboratories ltd.",39.98
"dap agliflozin +
metformin tablet
m/s sun pharma
laboratories ltd.",42.01
"dap agliflozin +
metformin tablet
m/s sun pharma
laboratories ltd.",40.44
"dap agliflozin +
metformin tablet
m/s abbott healthcare
pvt. ltd.",39.98
"dap agliflozin +
metformin tablet
m/s abbott healthcare
pvt. ltd.",42.01
"vild agliptin +
metformin tablet
(vildaprime-m
50/1000)
m/s swiss garnier
genexia sciences pvt.
ltd. / m/s primus
remedies pvt. ltd.",6.81
"tryp sin & chymotripsin
+ paracetamol +
aceclofenac tablet
(zerodol tc)
m/s synokem
pharmaceuticals ltd. /
m/s ipca laboratories
ltd.",8.29
"emt ricitabine +
tenofovir alafenamide
tablet (tafnat-em)
m/s natco pharma
limited",51.34
"chlo rpheniramine
+ phenylephrine
syrup
m/s windlas biotech
pvt. ltd. / m/s zydus
healthcare
limited",0.9
"chlo rpheniramine +
phenylephrine drops
m/s windlas biotech pvt.
ltd. / m/s zydus
healthcare limited",3.13
"tranexamic tablet
m/s pharma synth
formulations ltd/ m/s
la prisine bioceuticals
pvt. ltd",15.3
"eso meprazole +
domperidone capsule
m/s east african (india)
overseas / m/s zydus
healthcare limited",8.94
"ten eligliptin +
metformin tablet
m/s synokem
pharmaceuticals ltd. /
m/s apex laboratories
private limited",10.45
"suc ralfate + oxetacaine
suspension
m/s pure & cure
healthcare
pvt. ltd. / dr. reddy’s
laboratories ltd.",0.95
"folic acid +
methylcobalamin
tablet (fdson-12 sl)
m/s unison
pharmaceuticals pvt.
ltd.",2.34
"calc ium carbonate +
cholecalciferol tablet
(macalvit forte)
m/s akums drugs &
pharmaceuticals ltd. /
m/s novartis india
limited",10.0
