medicine,ceil_price
"dicl ofenac sodium
+ paracetamol
tablet ip
m/s softdeal
pharmaceutical pvt.
ltd.",4.14
"calc ium carbonate
+ vitamin d3 tablet
m/s unison
pharmaceuticals
pvt. ltd.",5.36
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s lupin
limited",9.65
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s lupin
limited",11.17
"met hylcobalamin,
alpha lipoic acid,
vitamin d3,
pyridoxine
hydrochloride &
folic acid tablet
m/s unison
pharmaceuticals
pvt. ltd.",10.97
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. /m/s indoco
remedies limited",11.17
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s primus
remedies pvt ltd",7.54
"calc ium carbonate
+ vitamin d3
methylcobalamin +
calcium l-5-
methyltetrahydrofo
late & pyridoxal –5-
phosphate tablet
m/s unison
pharmaceuticals
ltd.",17.12
"leve tiracetam
infusion
500mg/100ml
m/s akums drugs &
pharmaceuticals
ltd. /
m/s linux
laboratories pvt.
ltd.",91.56
"chlo rthalidone,
amlodipine &
telmisartan tablet
m/s. akums drugs
& pharmaceuticals
ltd. / m/s dr.
reddy’s
laboratories ltd.",8.036
"chlo rthalidone,
amlodipine &
telmisartan tablet
m/s. akums drugs
& pharmaceuticals
ltd. / m/s dr.
reddy’s
laboratories ltd.",12.946
"chlo rthalidone,
amlodipine &
telmisartan tablet
m/s. akums drugs
& pharmaceuticals
ltd. / m/s dr.
reddy’s
laboratories ltd.",8.928
"chlorthalidone,
amlodipine &
telmisartan tablet
m/s. akums drugs
& pharmaceuticals
ltd. / m/s dr.
reddy’s
laboratories ltd.",13.39
"met oprolol
succinate (er),
cilnidipine &
telmisartan tablet
m/s. pure & cure
healthcare pvt. ltd.
/ m/s lupin limited",10.68
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s aristo
pharmaceuticals
pvt. ltd",7.54
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s aristo
pharmaceuticals
pvt. ltd",6.25
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s aristo
pharmaceuticals
pvt. ltd.",11.17
"dapagliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s aristo
pharmaceuticals
pvt. ltd.",9.65
"vild agliptin +
metformin
hydrochloride (sr)
tablet
m/s mascot health
series pvt. ltd.
/m/s aristo",6.86
"telm isartan +
chlorthalidone +
metoprolol (as
extended release
form) tablet
m/s ravenbhel
healthcare pvt. ltd.
/ m/s micro labs
ltd.",10.88
"telm isartan +
chlorthalidone +
metoprolol (as
extended release
form) tablet
m/s ravenbhel
healthcare pvt. ltd.
/ m/s micro labs
ltd.",12.91
"calc ium +
cholecalciferol
tablets
m/s usv private
limited.",12.64
"ciln idipine,
telmisartan &
chlorthalidone
tablets
m/s pure and cure
healthcare pvt. ltd.
/ m/s dr. reddy's
laboratories
ltd.",11.61
"para cetamol
bilayered tablet
1000mg
m/s. sterling lab",2.9
"met oprolol tartrate
+ ivabradine tablet
m/s. ajanta pharma
limited",15.46
"met oprolol tartrate
+ ivabradine tablet
m/s. ajanta pharma
limited",17.74
"lign ocaine
hydrochloride,
chlorhexidine
gluconate &
metronnidazole gel
m/s curetech
skincare / m/s
j.b.chemicals &
pharmaceuticals
ltd.",3.48
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s eris
lifesciences limited",10.88
"telmisartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s eris
lifesciences limited",10.81
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s eris
lifesciences limited",12.91
"telm isartan +
cilnidipine +
metoprolol
succinate (er)
tablet
m/s pure and cure
healthcare pvt. ltd.
/ m/s j.b.chemicals
& pharmaceuticals
ltd.",12.95
"glim epiride +
metformin
hydrochloride (as
prolonged release
form) tablet
m/s pure & cure
healthcare pvt. ltd.
/m/s
j. b. chemicals &
pharmcaeuticals
ltd.",6.72
"ato rvastatin +
aspirin capsule
m/s pure & cure
healthcare pvt. ltd.
/m/s
j. b. chemicals &
pharmcaeuticals
ltd.",2.68
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s ipca
laboratories
limited",9.86
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s ipca
laboratories",10.88
"esci talopram
oxalate +
clonazepam tablet
m/s micro labs
limited",7.9
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s intas
pharmaceuticals
limited",12.91
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s intas
pharmaceuticals
limited",10.88
"ciln idipine,
telmisartan &
chlorthalidone
tablets
m/s pure and cure
healthcare pvt. ltd.
/ dr. reddy's
laboratories ltd.",12.946
"form oterol
fumarate +
budesonide powder
for
inhalation
m/s biodeal
pharmaceuticals
pvt. ltd./ m/s
mankind pharma
limited",7.1
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s panacea
biotec pharma ltd.",6.38
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s panacea
biotec pharma ltd.",7.35
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s panacea
biotec pharma ltd.",11.07
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s panacea
biotec pharma ltd.",9.58
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s blue
cross laboratories
pvt. ltd.",11.07
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s cadila
pharmaceuticals
limited",11.07
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s cadila
pharmaceuticals
limited",9.58
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s morepen
laboratories ltd.",6.25
"dapagliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s morepen
laboratories ltd.",9.58
"ato rvastatin +
aspirin capsule
m/s tristar
formulations pvt.
ltd. /m/s lupin
limited",3.11
"ond ansetron fast
dissolving strip
m/s amenan
therapeutics pvt.
ltd. / m/s delvin
formulation
pvt. ltd.",8.13
"cyc losporine
ophthalmic
solution
m/s sun
pharmaceutical
industries limited",51.29
"amo xicillin +
potassium
clavulanate oral
suspension ip
m/s alkem
healthscience / m/s
alkem laboratories
ltd.",3.36
"pov idone- iodine +
ornidazole
ointment
m/s innova captab
ltd. / m/s emcure
pharmaceuticals
ltd.",3.78
"pov idone iodine
topical solution
m/s gs
pharmabutor pvt.
ltd. / m/s win
medicare pvt. ltd.",230.0
"ato rvastatin +
clopidogrel +
aspirin capsule
m/s windlas
biotech pvt. ltd.
/ m/s usv pvt. ltd.",12.92
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s lupin limited",9.86
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s lupin limited",10.81
"telm isartan,
chlorthalidone &
metoprolol (er)
tablet
m/s ravenbhel
healthcare pvt. ltd.
/m/s lupin limited",11.92
"glim epiride +
metformin
hydrochloride
+ (sustained
release) +
voglibose tablet
m/s theon
pharmaceuticals
limited / m/s fdc
limited",9.82
"met oprolol
succinate
prolonged released
tablets ip
m/s micro labs
limited",11.38
"glim epiride +
metformin
hydrochloride
(sustained release)
+ voglibose tablet
m/s theon
pharmaceuticals
limited / m/s fdc
limited",12.5
"clob azam mouth
dissolving tablet
m/s pure & cure
healthcare pvt. ltd.
/ m/s intas
pharmaceuticals
limited",2.54
"ace tylcysteine
+
acebrophylline
tablet
m/s pure and cure
healthcare pvt. ltd.
/ m/ cipla limited",12.48
"para cetamol +
phenylephrine +
caffeine+
diphenhydramine
tablet
m/s mediforce
healthcare pvt. ltd./
m/s mankind prime
labs pvt. ltd.",3.21
"glic lazide er +
metformin er
tablet
m/s ravenbhel
healthcare pvt. ltd.
/ m/s eris
lifesciences limited",8.54
"chlo rthalidone +
telmisartan +
amlodipine tablet
m/s swiss garnier
genexiaa
sciences / m/s usv
pvt. ltd.",8.92
"telm isartan +
cilnidipine tablet
m/swindlas
biotech pvt. ltd.
/ m/s usv pvt. ltd.",9.66
"glic lazide +
metformin
hydrochloride
(sustained release)
tablet
m/s windlas
biotech pvt. ltd.
/ panacea biotec
pharma ltd",8.54
"ator vastatin &
clopidogrel capsule
m/s windlas
biotech limited /
m/s torrent
pharmaceuticals",16.7
"met formin +
glimepiride tablet
m/s associated
biotech / m/s dales
laboratories",6.25
"telm isartan + amlodipine
+ hydrochlorothiazide
tablet
m/s akums drugs &
pharmaceuticals ltd. /
m/s emcure
pharmaceuticals ltd.",9.79
"para cetamol +
thiocolchicoside
tablet
m/s micro labs
limited",16.94
"pant aprozole dual-
release gastro-
resistant tablet
(aristo pantop 80)
m/s aristo
pharmaceuticals
pvt. ltd.",14.74
"calc ium, vitamin
d3, mecobalamin,
l-methylfolate
calcium &
pyridoxal-5-
phosphate tablet
m/s akums drugs &
pharmaceuticals ltd. /
m/s mankind pharma
ltd.",15.55
"dicl ofenac
transdermal patch
m/s azista
industries pvt. ltd.
/ m/s hetero
healthcare ltd.",31.25
"dicl ofenac
diethylamine +
methyl salicylate +",2.93
"para cetamol,
phenylephrine
hydrochloride,
caffeine and
diphenhydramin e
hydrochloride
tablet
m/s pure & cure
healthcare pvt. ltd.
/ dr.
reddy's
laboratories
limited",3.21
"met formin
hydrochloride (as
prolonged-
release)+
glimepiride tablet
ip
m/s east african
(india) overseas
/ m/s la-medica
life sciences pvt.
ltd.",8.24
"met formin
hydrochloride (as
prolonged-
release)+
glimepiride tablet
ip
m/s east african
(india) overseas
/ m/s la-medica
life sciences pvt.
ltd.",5.63
"cefi xime, cloxacillin
& lactic acid
bacillus tablets
m/s akums drugs &
pharmaceuticals
ltd. / m/s abbott
healthcare pvt. ltd.",14.65
"levo floxacin
infusion ip (0.5%
w/v)
m/s akums drugs &
pharmaceuticals
ltd./m/s emcure
pharmaceuticals
ltd.",1.32
"para cetamol &
tramadol hcl tablet
usp
m/s mascot
health series pvt.
ltd. / m/s hetero
healthcare ltd.",8.35
"ceft riaxone &
tazobactam for
injection 1125mg
m/s prosperity six
pharmaceuticals
/ m/s torrent
pharmaceuticals
limited",167.87
"telm isartan +
cilnidipine +
chlorthalidone
tablet
m/s unison
pharmaceuticals
pvt. ltd.",12.94
"amo xycillin +
potassium
clavulanate oral
suspension
m/s copmed
pharmaceuticals
pvt. ltd. / m/s
mankind prime labs
pvt. ltd.",7.42
"tram adol hcl +
acetaminophen
(paracetamol)ta
blet
m/s penta kraft
/ m/s mankind
prime labs pvt. ltd.",8.35
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s apex
laboratories private
limited",10.7
"dap agliflozin +
metformin
hydrochloride
extended release
tablet
m/s exemed
pharmaceuticals /
m/s emcure
pharmaceuticals
limited",9.18
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s natco
pharma ltd.",7.3
"dap agliflozin +
metformin
hydrochloride (as
extended release
form) tablet
m/s synokem
pharmaceuticals
ltd. / m/s apex
laboratories private
limited",9.18
"med roxyprogesterone
acetate sr tablet
m/s synokem
pharmaceuticals
limited / m/s
torrent
pharmaceuticals
ltd.",14.04
"glyc opyrrolate +
formoterol
fumarate +
budesonide
inhalation
m/s zydus
healthcare ltd.",8.63
"folic acid,
pyridoxine
hydrochloride,
methylcobalamin &
vitamin d3 tablet
m/s unison
pharmaceuticals
pvt. ltd.",6.7
"lina gliptin +
metformin
hydrochloride
tablet
m/s optimus
pharma pvt. ltd. /
m/s natco pharma
ltd.",8.04
"lina gliptin +
metformin
hydrochloride
tablet
m/s msn
laboratories private
limited / m/s",14.65
"lina gliptin +
metformin
hydrochloride
tablet
m/s msn
laboratories
private limited /
m/s emcure
pharmaceuticals
limited",15.45
"sitag liptin
phosphate +
metformin
hydrochloride
tablet
m/s alkem
healthsciences (a
unit of alkem
laboratories ltd.) /
m/s alkem
laboratories
limited",20.02
"sitag liptin
phosphate +
metformin
hydrochloride
tablet
m/s alkem
healthsciences (a
unit of alkem
laboratories ltd.) /
m/s alkem
laboratories
limited",18.34
"sitag liptin
phosphate +
metformin
hydrochloride(exte
nded release) tablet
m/s alkem
healthsciences (a
unit of alkem
laboratories ltd.) /
m/s alkem
laboratories
limited",20.17
"sitag liptin +
metformin
hydrochloride
tablet
m/s morepen
laboratories limited",18.34
"sitag liptin +
metformin
hydrochloride
tablet
m/s morepen
laboratories limited",20.02
"glim epiride and
metformin
hydrochloride
sustained
release tablets
m/s indu drugs
private limited /
m/s. maxbien
pharma private
limited",9.55
"glim epiride and
metformin
hydrochloride
sustained
release tablets
m/s indu drugs
private limited /
m/s. maxbien
pharma private
limited",6.78
"gas tro-resistant
omeprazole and
domperidone
sustained
release
capsules
m/s indu drugs
private limited /
m/s. ma lara
healthcare pvt. ltd.",9.53
"ato rvastatin &
clopidogrel tablets
m/s pure and cure
healthcare pvt. ltd.
/m/s german
remedies
pharmaceuticals
private limited",11.62
"dex tromethorphan
hydrobromide,
chlorpheniramine
maleate & phenylephrine
hydrochloride
syrup
m/s akums drugs &
pharmaceuticals ltd. /m/s
german remedies
pharmaceuticals private
limited",0.86
"ator vastatin,
clopidogrel &
aspirin capsules
m/s safetab life
science / m/s ajanta
pharma ltd.",4.68
"ator vastatin,
clopidogrel &
aspirin capsules
m/s safetab life
science / m/s ajanta
pharma ltd",6.32
"para cetamol
infusion ip
m/s pure and cure
healthcare pvt. ltd.
/ m/s mankind life
sciences pvt. ltd.",2.88
"iverm ectin &
albendazole oral
suspension
m/s next wave
(india) / m/s
mankind prime
labs pvt. ltd.",2.2
"cilni dipine &
telmisartan tablets
m/s mediforce
healthcare pvt. ltd.
/m/s mankind
prime labs pvt.
ltd.",9.92
"nim esulide &
paracetamol tablets
m/s softdeal
pharmaceutical
private limited",4.27
"trav oprost &
timolol maleate eye
drops
m/s east african
(india) overseas/
m/s alkem
laboratories
limited",123.68
"dorz olamide &
timolol eye drops
m/s east african
(india) overseas/
m/s alkem
laboratories limited",63.67
"brim onidine
tartrate & timolol
maleate
ophthalmic solution
m/s east african
(india) overseas/
m/s alkem",49.04
"calc ium & vitamin
d3 suspension
m/s shivalik
remedies pvt. ltd.
/ m/s mankind
prime labs pvt. ltd",0.51
"vogl ibose,
glimepiride and
metformin
hydrochloride
(sustained release)
tablets m/s swiss
garnier genexiaa
sciences pvt ltd. /
m/s mankind
pharma ltd.",11.43
"dicl ofenac
diethylamine,
methyl salicylate,
linseed oil &
menthol tropical
spray
m/s pontika
aerotech ltd./m/s
zuventus healthcare
ltd.",2.69
"diclo fenac
diethylamine,
linseed oil, methyl
salicylate &
menthol gel
m/s nanz med
science pharma pvt.
ltd./m/s zuventus
healthcare ltd.",2.83
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s aristo
pharmaceuticals
pvt. ltd.",18.34
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s aristo
pharmaceuticals
pvt. ltd.",20.02
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s bajaj
healthcare ltd. /
m/s lupin limited",18.34
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s bajaj
healthcare ltd. /
m/s lupin limited",20.02
"sitag liptin &
metformin
hydrochloride
tablets
m/s intas
pharmaceuticals
ltd.",18.34
"sitag liptin & metformin
hydrochloride tablets
m/s intas
pharmaceuticals
ltd.",20.0
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s sun pharma
laboratories limited",20.02
"sita gliptin
phosphate &
metformin
hydrochloride
extended
release tablets
m/s sun pharma
laboratories limited",19.81
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s exemed
pharmaceuticals /
m/s eris life
sciences limited",18.34
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s exemed
pharmaceuticals /
m/s eris life
sciences limited",20.02
"sitag liptin
phosphate &
metformin
hydrochloride
tablets
m/s exemed
pharmaceuticals /
m/s eris life
sciences limited",19.14
"vilda gliptin + metformin
hydrochloride tablet
m/s windlas
biotech limited /
m/s mankind prime
labs pvt. ltd.",7.6
"vild agliptin (as
immediate release)
and metformin
hydrochloride (as
sustained
release) tablets
m/s pure and cure
healthcare pvt. ltd.
m/s german
remedies
pharmaceuticals
pvt. ltd.",8.06
"vildagliptin (as
immediate release)
and metformin
hydrochloride (as
sustained
release) tablets
m/s pure and cure
healthcare pvt. ltd. m/s
german remedies
pharmaceuticals pvt. ltd.",7.21
"vog libose and
metformin
hydrochloride (sr)
tablet
m/s akums drugs &
pharmaceuticals
ltd.
/ m/s german
remedies
pharmaceuticals
private limited",10.47
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences / m/s
sun pharmaceutical
industries limited",11.43
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences / m/s
sun pharmaceutical
industries limited",13.3
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences /
m/s sun pharma
laboratories limited",11.43
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences / m/s
sun pharma
laboratories limited",13.3
"suc ralfate &
oxetacaine oral
suspension
m/s pure and cure
healthcare pvt. ltd. /
m/s german remedies
pharmaceuticals
private limited",1.76
"ros uvastatin,
aspirin &
clopidogrel capsule
m/s akums drugs &
pharmaceuticals ltd.
/ m/s german
remedies",13.91
"amo xycillin &
potassium
clavulanate oral
suspension
m/s medicef
pharma m/s themis
medicare limited",3.9
"para cetamol &
thiocolchicoside
tablet
m/s micro labs
limited",27.9
"ferr ous ascorbate and
folic acid oral drops
m/s akums drugs
&pharmaceuticals
ltd.
/ m/s german
remedies
pharmaceuticals
private limited",5.06
"ferr ous ascorbate
and folic acid
suspension ip
m/s akums drugs
&pharmaceuticals
ltd./ m/s german
remedies
pharmaceuticals
private limited",0.87
"aml odipine and
telmisartan tablets
m/s akums drugs
&pharmaceuticals
pvt. ltd. / m/s
german remedies
pharmaceuticals
private limited",17.33
"ciln idipine &
telmisartan tablets
m/s ravenbhel
healthcare pvt. ltd.
/ m/s troikaa
pharmaceuticals
limited",9.92
"ciln idipine,
telmisartan &
metoprolol (er)
tablets
m/s ravenbhel
healthcare pvt. ltd.
/ m/s troikaa
pharmaceuticals
limited",10.24
"ciln idipine,
telmisartan &
metoprolol (er)
tablets
m/s ravenbhel
healthcare pvt. ltd.
/ m/s troikaa
pharmaceuticals
limited",12.77
"ceft riaxone &
tazobactam for
injection
m/s theon
pharmaceuticals
ltd.
/ m/s cadila
pharmaceuticals
ltd.",168.43
"ceft riaxone &
tazobactam injection
m/s skymap
healthcare pvt. ltd.",168.43
"dicl ofenac injection ip
m/s nichepharm
lifesciences pvt.
ltd./ m/s cipla ltd.",20.72
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences
pvt. ltd. / m/s
abbott healthcare
pvt. ltd.",13.85
"rab eprazole
sodium (gastro-
resistant) &
domperidone(sr)
capsules
m/s windlas
biotech limited /
m/s intas
pharmaceuticals
ltd",10.83
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences
pvt. ltd. / m/s intas
pharmaceuticals
ltd.",13.85
"met formin
hydrochloride (sr),
glimepiride and
voglibose tablets
m/s swiss garnier
genexiaa sciences pvt.
ltd. / m/s intas
pharmaceuticals ltd",11.43
"sita gliptin phosphate &
metformin
hydrochloride tablets
m/s alembic
pharmaceuticals
limited",16.96
"sita gliptin phosphate &
metformin
hydrochloride tablets",18.75
"sita gliptin and
metformin
hydrochloride
tablets
m/s torrent
pharmaceuticals
limited",20.02
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s skymap
pharmaceuticals
pvt. ltd.",18.34
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s skymap
pharmaceuticals
pvt. ltd.",20.02
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s skymap
pharmaceuticals
pvt. ltd. / m/s
glensmith labs pvt.
ltd.",18.34
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s skymap
pharmaceuticals
pvt. ltd. / m/s
glensmith labs pvt.
ltd.",20.02
"sita gliptin and
metformin
hydrochloride (as
extended release)
tablets
m/s exemed
pharmaceuticals /
m/s glenmark
pharmaceuticals
limited",20.17
"sita gliptin and
metformin
hydrochloride (as
extended release)
tablets
m/s exemed
pharmaceuticals /
m/s glenmark
pharmaceuticals
limited",21.56
"sita gliptin and metformin
hydrochloride (as
extended
release) tablets
m/s exemed
pharmaceuticals /
m/s emcure
pharmaceuticals
limited",21.56
"sita gliptin and
metformin
hydrochloride
tablets
m/s synokem
pharmaceuticals
limited / m/s fdc
limited",10.41
"sita gliptin and
metformin
hydrochloride (extended
release) tablets
m/s exemed
pharmaceuticals / m/s
eris life sciences limited",20.17
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets
m/s exemed
pharmaceuticals /
m/s eris life
sciences limited",21.56
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s unison
pharmaceuticals
pvt. limited",20.02
"sita gliptin and
metformin
hydrochloride (as
extended release)
tablets
m/s exemed
pharmaceuticals / m/s
zydus healthcare
limited",18.67
"sita gliptin and
metformin
hydrochloride (as
extended release)
tablets
m/s exemed
pharmaceuticals / m/s
zydus healthcare
limited",20.06
"oflo xacin and
metronidazole
suspension
m/s hema laboratories
pvt. ltd.
/ m/s abbott
healthcare pvt. ltd.",0.7
"dap agliflozin and
metformin
hydrochloride (ir)
tablets
m/s sun pharma
laboratories
limited",6.25
"dap agliflozin &
metformin
hydrochloride
extended release
tablets
m/s exemed
pharmaceuticals /
m/s cipla ltd.",6.25
"dap agliflozin &
metformin
hydrochloride
extended release
tablets
m/s exemed
pharmaceuticals /
m/s cipla ltd.",7.23
"dap agliflozin &
metformin
hydrochloride
extended release
tablets
m/s exemed
pharmaceuticals /
m/s cipla ltd.",9.21
"etam sylate &
tranexamic acid
tablets
m/s pure and cure
healthcare pvt. ltd.
/
m/s torrent
pharmaceuticals ltd.",17.82
"para cetamol,
phenylephrine
hydrochloride, caffeine
& diphenhydramine
hydrochloride tablets
m/s aagya biotech
pvt. ltd. / m/s
german remedies
pharmaceuticals
pvt. ltd.",3.73
"amo xycillin and
potassium
clavulanate oral
suspension ip
m/s micro labs
limited",168.43
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets
m/s torrent
pharmaceuticals
ltd.",20.0
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets
m/s ravenbhel
healthcare pvt. ltd.
/ m/s micro labs
ltd.",20.06
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets
m/s ravenbhel
healthcare pvt. ltd.
/ m/s micro labs
ltd.",18.67
"sita gliptin and
metformin
hydrochloride
(extended release)
m/s ravenbhel
healthcare pvt. ltd.
/ m/s micro labs
ltd. tablets",20.0
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets
m/s ravenbhel
healthcare pvt. ltd.
/ m/s micro labs
ltd.",21.0
"sita gliptin and
metformin
hydrochloride
(sustained release)
tablets
m/s mascot health
series private
limited / m/s
alembic
pharmaceuticals
ltd.",16.07
"sita gliptin and
metformin
hydrochloride
(sustained release)
tablets
m/s mascot health
series private
limited / m/s
alembic
pharmaceuticals
ltd.",17.85
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets
m/s intas
pharmaceuticals
ltd.",21.56
"sitagliptin and
metformin
hydrochloride (er)
tablets
m/s intas
pharmaceuticals
ltd",18.67
"sita gliptin and
metformin
hydrochloride (er)
tablets
m/s intas
pharmaceuticals
ltd.",20.06
"sita gliptin and
metformin
hydrochloride
(extended release)
tablets tablets
m/s exemed
pharmaceuticals /
m/s cipla ltd.",21.56
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s bajaj healthcare ltd.
/ m/s j.b. chemicals &
pharmaceuticals ltd",18.34
"sita gliptin
phosphate and
metformin
hydrochloride
tablets
m/s bajaj healthcare
ltd. / m/s j.b. chemicals
& pharmaceuticals ltd.",20.02
"pur ified freeze-
dried human
coagulation factor
viii, virus
inactivated ip
(immunate)
m/s baxalta
bioscience india
pvt. ltd.",11606.67
"lina gliptin and
metformin
hydrochloride
extended-
release tablet
m/s msn laboratories
pvt. ltd.
/ m/s eris lifesciences
limited",16.37
"ben idipine &
telmisartan tablets
m/s synokem
pharmaceuticals
ltd.
/ m/s mankind
pharma ltd.",9.94
"ciln idipine,
telmisartan &
chlorthalidone
tablets
m/s pure and cure
healthcare pvt. ltd.
/ m/s primus
remedies pvt. ltd.",12.5
"bud esonide &
formoterol
fumarate
respirator
suspension
m/s axa
parenterals limited
/ m/s mankind
pharma ltd.",22.75
"dap agliflozin &
metformin
hydrochloride
extended- release
tablets
m/s synokem
pharmaceutical
ltd. / m/s hetero
healthcare ltd.",9.27
"sod ium alginate,
sodium bicarbonate
& calcium carbonate
oral suspension
m/s akums drugs &
pharmaceuticals ltd.
/m/s cadila
pharmaceuticals ltd.",0.88
"telm isartan &
metoprolol succinate
(er) tablets
m/s mascot health
series pvt. ltd. / m/s
indchemie health
specialities pvt. ltd.",14.03
"eto ricoxib and
paracetamol tablets
m/s theon
pharmaceuticals ltd.
/ m/s wockhardt
limited",8.03
"am oxycillin &
potassium clavulanate
oral suspension ip
m/s malik lifesciences
pvt. ltd.
/ m/s mankind pharma
ltd.",3.24
"asp irin gastro-
resistant and
atorvastatin capsules
m/s tristar
formulations pvt. ltd.
/ m/s mankind
pharma limited",2.93
"thio colchicoside,
aceclofenac and
paracetamol tablets
m/s ravenbhel
healthcare pvt. ltd. /
m/s micro labs ltd.",16.07
"tran examic acid &
mefenamic acid
tablets
m/s ravenbhel
healthcare pvt. ltd. /
m/s micro labs ltd.",26.79
"telm isartan,
chlorthalidone &
metoprolol (er)
tablets
m/s ravenbhel
healthcare pvt. ltd. /
m/s mankind pharma
ltd.",13.4
"me toprolol
succinate (as
extended release),
cilnidipine &
telmisartan tablets
m/s pure and cure
healthcare pvt. ltd. /",12.46
"sita gliptin and
metformin
hydrochloride (sr)
tablets
m/s mascot health
series pvt. ltd. / m/s
aprica healthcare
limited",20.06
"sita gliptin phosphate
and metformin
hydrochloride tablets
m/s mascot health
series pvt. ltd. / m/s
aprica healthcare
limited",20.02
"sita gliptin and
metformin
hydrochloride (er)
tablets
m/s theon
pharmaceuticals ltd.
/ m/s german
remedies
pharmaceuticals pvt.",18.67
"sita gliptin and
metformin
hydrochloride (sr)
tablets
m/s mascot health
series pvt. ltd. / m/s
aristo pharmaceuticals
pvt.
ltd.",20.17
